texto,respuesta
"Yes — here is how I expect and hope the game will play out: the two of us finish off England and France, while drifting towards the east a bit. With the builds we get this year, we essentially blitzkrieg the East. I have more units than you, but you have no opposition at all in the north, and can take Scandinavia, War and Mos without any trouble.",0
"I think that, in about two years, you and I will both be on about 14 centers, with the remnants of Russia and Austria between us, and we can decide how we want to resolve it. I’d be happy to agree to a small draw, or to shoot for a 17-17 two-way draw position, whichever you prefer.",0
"Well, I like the sound of all of that. In fact, it sounds ideal: there's something poetic about the complete beginner and the expert (you've probably heard by now that you got doxxed) sharing a victory. 

I ask for a concession: As a show of good will, would you be willing to take only one of Liverpool or Portugal this year? (I know the Portugal request seems weird, but I like keeping France around and unless I'm mistaken they like me better than you 😃 )",1
Yes. I wasn’t planning to take Portugal anyway.,1
"I think it makes sense here for you to land an army in the English island while you can. Now that his army is off the island, he’s toast as soon as you do that.",0
"England's just vindictive enough to try and stab Belgium with England and Picardy, though. I was planning on keeping holland around as support.",1
*by England I of course mean Eng,1
"I suggest the following:

Gas - Liv (via convoy)
Spa S MAO holding
Mar hold
Tyr - Tri

Hol - Yor (via convoy)
Bur S Bel
Bel S North
HEL S North
Mun - Boh
Par - Pic (to cut any potential support)",0
England cannot take Belgium with those moves.,0
Or I could move my fleet into Liverpool and use Gas to support Bre. I’m happy either way.,0
I tried a double convoy in the sandbox once and it didn't work! What is this witchcraft?!?,1
"At any rate, I prefer the fleet move to liverpool and Gascony's support into Brest. And could Mao support Bre into the Channel? No sense forcing France to disband. Bel will support it, too.",1
"Here are the orders needed to do a convoy!
Holland move to Yorkshire
North Sea convoy Holland to Yorkshire

It is not a “double convoy” as you only need one fleet to make it happen. 

But if your fleet in North Sea is dislodged, the convoy will not go through. That is why I would suggest that HELG supports North Sea holding and Belgium supports North Sea holding.",0
No--I mean the one *you* were planning: Gascony to Liverpool,1
It's a double convoy because you're convoying through Mao *and* Nao,1
"Ah, the orders there would be:
Gascony - Liv
MAO Convoy Gas - Liv
NAO Convoy Gas - Liv",1
"So, I’ll move the fleet to Liverpool. And you want MAO to support Paris to Brest?",0
"Or wait, MAO supports Brest to Channel, and Gas supports Paris - Brest, right?",0
"yeah. I tried that once in the sandbox (or the equivalent: back when you had fleets in Lyo and Wes I tried  a convoy from Pie to Naf). But I think I messed up the commands to the fleets. 

 And yes the most recent message is correct. Those two things and Nao-Lvp",1
"Okay, confirmed. 

So I’ve got in:
NAO - Liv
MAO S Bre - Channel
Gas S Par - Bre
Spa - WES
Mar S Gas holding 
Tyrolia - Trieste

Sound right?",0
